"name","feature_type","description","score"
"MDM2","Gene","MDM2 proto-oncogene [Source:HGNC Symbol;Acc:HGNC:6973]  R-HSA-2219528 (Reactome gene record; description: PI3K/AKT Signaling in Cancer,) is an external reference matched to Gene ENSG00000135679","1.097418"
"STAT3","Gene","signal transducer and activator of transcription 3 [Source:HGNC Symbol;Acc:HGNC:11364]  R-HSA-9700206 (Reactome gene record; description: Signaling by ALK in cancer,) is an external reference matched to Gene ENSG00000168610","1.097418"
"FYN","Gene","FYN proto-oncogene, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:4037]  R-HSA-2219528 (Reactome gene record; description: PI3K/AKT Signaling in Cancer,) is an external reference matched to Gene ENSG00000010810","1.097418"
"TSC2","Gene","TSC complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:12363]  R-HSA-2219528 (Reactome gene record; description: PI3K/AKT Signaling in Cancer,) is an external reference matched to Gene ENSG00000103197","1.097418"
"AKT2","Gene","AKT serine/threonine kinase 2 [Source:HGNC Symbol;Acc:HGNC:392]  R-HSA-2219528 (Reactome gene record; description: PI3K/AKT Signaling in Cancer,) is an external reference matched to Gene ENSG00000105221","1.097418"
"SRC","Gene","SRC proto-oncogene, non-receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:11283]  R-HSA-2219528 (Reactome gene record; description: PI3K/AKT Signaling in Cancer,) is an external reference matched to Gene ENSG00000197122","1.0972617"
"FGFR1","Gene","fibroblast growth factor receptor 1 [Source:HGNC Symbol;Acc:HGNC:3688]  R-HSA-2219528 (Reactome gene record; description: PI3K/AKT Signaling in Cancer,) is an external reference matched to Gene ENSG00000077782","1.0972617"
"CHD1L","Gene","chromodomain helicase DNA binding protein 1 like [Source:HGNC Symbol;Acc:HGNC:1916]  CHROMODOMAIN HELICASE DNA-BINDING PROTEIN 1-LIKE; CHD1L [*613039] (MIM gene record; description: CHROMODOMAIN HELICASE DNA-BINDING PROTEIN 1-LIKE; CHD1L;;AMPLIFIED IN LIVER CANCER 1; ALC1,) is an external reference matched to Gene ENSG00000131778","1.097208"
"SKP2","Gene","S-phase kinase associated protein 2 [Source:HGNC Symbol;Acc:HGNC:10901]  R-HSA-9687136 (Reactome gene record; description: Aberrant regulation of mitotic exit in cancer due to RB1 defects,) is an external reference matched to Gene ENSG00000145604","1.097208"
"RANBP2","Gene","RAN binding protein 2 [Source:HGNC Symbol;Acc:HGNC:9848]  R-HSA-9700206 (Reactome gene record; description: Signaling by ALK in cancer,) is an external reference matched to Gene ENSG00000153201","1.097208"
"SLC38A9","Gene","solute carrier family 38 member 9 [Source:HGNC Symbol;Acc:HGNC:26907]  SOLUTE CARRIER FAMILY 38, MEMBER 9; SLC38A9 [*616203] (MIM gene record; description: SOLUTE CARRIER FAMILY 38, MEMBER 9; SLC38A9;;UPREGULATED IN LUNG CANCER 11; URLC11,) is an external reference matched to Gene ENSG00000177058","1.097208"
"BCL11A","Gene","BAF chromatin remodeling complex subunit BCL11A [Source:HGNC Symbol;Acc:HGNC:13221]  R-HSA-9700206 (Reactome gene record; description: Signaling by ALK in cancer,) is an external reference matched to Gene ENSG00000119866","1.097208"
"KLC1","Gene","kinesin light chain 1 [Source:HGNC Symbol;Acc:HGNC:6387]  R-HSA-9700206 (Reactome gene record; description: Signaling by ALK in cancer,) is an external reference matched to Gene ENSG00000126214","1.097208"
"CDC27","Gene","cell division cycle 27 [Source:HGNC Symbol;Acc:HGNC:1728]  R-HSA-9687136 (Reactome gene record; description: Aberrant regulation of mitotic exit in cancer due to RB1 defects,) is an external reference matched to Gene ENSG00000004897","1.097208"
"LETMD1","Gene","LETM1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24241]  LETM1 DOMAIN-CONTAINING PROTEIN 1; LETMD1 [*619070] (MIM gene record; description: LETM1 DOMAIN-CONTAINING PROTEIN 1; LETMD1;;HUMAN CERVICAL CANCER ONCOGENE; HCCR,) is an external reference matched to Gene ENSG00000050426","1.097208"
"MYH9","Gene","myosin heavy chain 9 [Source:HGNC Symbol;Acc:HGNC:7579]  R-HSA-9700206 (Reactome gene record; description: Signaling by ALK in cancer,) is an external reference matched to Gene ENSG00000100345","1.097208"
"PPP2CB","Gene","protein phosphatase 2 catalytic subunit beta [Source:HGNC Symbol;Acc:HGNC:9300]  R-HSA-4791275 (Reactome gene record; description: Signaling by WNT in cancer,) is an external reference matched to Gene ENSG00000104695","1.097208"
"PPP2R1A","Gene","protein phosphatase 2 scaffold subunit Aalpha [Source:HGNC Symbol;Acc:HGNC:9302]  R-HSA-4791275 (Reactome gene record; description: Signaling by WNT in cancer,) is an external reference matched to Gene ENSG00000105568","1.097208"
"PRKAR1A","Gene","protein kinase cAMP-dependent type I regulatory subunit alpha [Source:HGNC Symbol;Acc:HGNC:9388]  R-HSA-9700206 (Reactome gene record; description: Signaling by ALK in cancer,) is an external reference matched to Gene ENSG00000108946","1.097208"
"ERBIN","Gene","erbb2 interacting protein [Source:HGNC Symbol;Acc:HGNC:15842]  R-HSA-1227990 (Reactome gene record; description: Signaling by ERBB2 in Cancer,) is an external reference matched to Gene ENSG00000112851","1.097208"
"PPP2CA","Gene","protein phosphatase 2 catalytic subunit alpha [Source:HGNC Symbol;Acc:HGNC:9299]  R-HSA-4791275 (Reactome gene record; description: Signaling by WNT in cancer,) is an external reference matched to Gene ENSG00000113575","1.097208"
"TFDP2","Gene","transcription factor Dp-2 [Source:HGNC Symbol;Acc:HGNC:11751]  R-HSA-9659787 (Reactome gene record; description: Aberrant regulation of mitotic G1/S transition in cancer due to RB1 defects,) is an external reference matched to Gene ENSG00000114126","1.097208"
"TCF7L2","Gene","transcription factor 7 like 2 [Source:HGNC Symbol;Acc:HGNC:11641]  R-HSA-4791275 (Reactome gene record; description: Signaling by WNT in cancer,) is an external reference matched to Gene ENSG00000148737","1.097208"
"DCTN1","Gene","dynactin subunit 1 [Source:HGNC Symbol;Acc:HGNC:2711]  R-HSA-9700206 (Reactome gene record; description: Signaling by ALK in cancer,) is an external reference matched to Gene ENSG00000204843","1.097208"
"SEC31A","Gene","SEC31 homolog A, COPII coat complex component [Source:HGNC Symbol;Acc:HGNC:17052]  R-HSA-9700206 (Reactome gene record; description: Signaling by ALK in cancer,) is an external reference matched to Gene ENSG00000138674","1.0970975"
"CDK2","Gene","cyclin dependent kinase 2 [Source:HGNC Symbol;Acc:HGNC:1771]  R-HSA-9659787 (Reactome gene record; description: Aberrant regulation of mitotic G1/S transition in cancer due to RB1 defects,) is an external reference matched to Gene ENSG00000123374","1.0970975"
"PPP2R5C","Gene","protein phosphatase 2 regulatory subunit B,gamma [Source:HGNC Symbol;Acc:HGNC:9311]  R-HSA-4791275 (Reactome gene record; description: Signaling by WNT in cancer,) is an external reference matched to Gene ENSG00000078304","1.0970975"
"BCAR1","Gene","BCAR1 scaffold protein, Cas family member [Source:HGNC Symbol;Acc:HGNC:971]  BCAR1 SCAFFOLD PROTEIN, CAS FAMILY MEMBER; BCAR1 [*602941] (MIM gene record; description: BCAR1 SCAFFOLD PROTEIN, CAS FAMILY MEMBER; BCAR1;;BREAST CANCER ANTIESTROGEN RESISTANCE 1;;CRK-ASSOCIATED SUBSTRATE; CRKAS;;p130CAS;;CAS;;CAS SCAFFOLD PROTEIN FAMILY, MEMBER 1; CASS1,) is an external reference matched to Gene ENSG00000285460","0.93540156"
"novel gene","Gene","pseudogene similar to part of breast cancer antigen NY-BR-1 (NY-BR-1)","0.93457866"
"SLC22A18","Gene","solute carrier family 22 member 18 [Source:HGNC Symbol;Acc:HGNC:10964]  BREAST CANCER [#114480] (MIM morbid record; description: BREAST CANCER;;BREAST CANCER, FAMILIAL BREAST CANCER, FAMILIAL MALE, INCLUDED,) is an external reference matched to Gene ENSG00000276130","0.92838615"
"MBOAT7","Gene","membrane bound O-acyltransferase domain containing 7 [Source:HGNC Symbol;Acc:HGNC:15505]  MEMBRANE-BOUND O-ACETYLTRANSFERASE DOMAIN-CONTAINING PROTEIN 7; MBOAT7 [*606048] (MIM gene record; description: MEMBRANE-BOUND O-ACETYLTRANSFERASE DOMAIN-CONTAINING PROTEIN 7; MBOAT7;;LYSOPHOSPHATIDYLINOSITOL ACYLTRANSFERASE; LPIAT;;MEMBRANE-BOUND O-ACETYLTRANSFERASE 7;;LEUKOCYTE RECEPTOR CLUSTER GENE 4; LENG4;;BREAST AND BLADDER CANCER OVEREXPRESSED GENE 1; BB1,) is an external reference matched to Gene ENSG00000277025","0.92094463"
"MBOAT7","Gene","membrane bound O-acyltransferase domain containing 7 [Source:HGNC Symbol;Acc:HGNC:15505]  MEMBRANE-BOUND O-ACETYLTRANSFERASE DOMAIN-CONTAINING PROTEIN 7; MBOAT7 [*606048] (MIM gene record; description: MEMBRANE-BOUND O-ACETYLTRANSFERASE DOMAIN-CONTAINING PROTEIN 7; MBOAT7;;LYSOPHOSPHATIDYLINOSITOL ACYLTRANSFERASE; LPIAT;;MEMBRANE-BOUND O-ACETYLTRANSFERASE 7;;LEUKOCYTE RECEPTOR CLUSTER GENE 4; LENG4;;BREAST AND BLADDER CANCER OVEREXPRESSED GENE 1; BB1,) is an external reference matched to Gene ENSG00000277733","0.92094463"
"MBOAT7","Gene","membrane bound O-acyltransferase domain containing 7 [Source:HGNC Symbol;Acc:HGNC:15505]  MEMBRANE-BOUND O-ACETYLTRANSFERASE DOMAIN-CONTAINING PROTEIN 7; MBOAT7 [*606048] (MIM gene record; description: MEMBRANE-BOUND O-ACETYLTRANSFERASE DOMAIN-CONTAINING PROTEIN 7; MBOAT7;;LYSOPHOSPHATIDYLINOSITOL ACYLTRANSFERASE; LPIAT;;MEMBRANE-BOUND O-ACETYLTRANSFERASE 7;;LEUKOCYTE RECEPTOR CLUSTER GENE 4; LENG4;;BREAST AND BLADDER CANCER OVEREXPRESSED GENE 1; BB1,) is an external reference matched to Gene ENSG00000277923","0.92094463"
"MBOAT7","Gene","membrane bound O-acyltransferase domain containing 7 [Source:HGNC Symbol;Acc:HGNC:15505]  MEMBRANE-BOUND O-ACETYLTRANSFERASE DOMAIN-CONTAINING PROTEIN 7; MBOAT7 [*606048] (MIM gene record; description: MEMBRANE-BOUND O-ACETYLTRANSFERASE DOMAIN-CONTAINING PROTEIN 7; MBOAT7;;LYSOPHOSPHATIDYLINOSITOL ACYLTRANSFERASE; LPIAT;;MEMBRANE-BOUND O-ACETYLTRANSFERASE 7;;LEUKOCYTE RECEPTOR CLUSTER GENE 4; LENG4;;BREAST AND BLADDER CANCER OVEREXPRESSED GENE 1; BB1,) is an external reference matched to Gene ENSG00000278322","0.92094463"
"MBOAT7","Gene","membrane bound O-acyltransferase domain containing 7 [Source:HGNC Symbol;Acc:HGNC:15505]  MEMBRANE-BOUND O-ACETYLTRANSFERASE DOMAIN-CONTAINING PROTEIN 7; MBOAT7 [*606048] (MIM gene record; description: MEMBRANE-BOUND O-ACETYLTRANSFERASE DOMAIN-CONTAINING PROTEIN 7; MBOAT7;;LYSOPHOSPHATIDYLINOSITOL ACYLTRANSFERASE; LPIAT;;MEMBRANE-BOUND O-ACETYLTRANSFERASE 7;;LEUKOCYTE RECEPTOR CLUSTER GENE 4; LENG4;;BREAST AND BLADDER CANCER OVEREXPRESSED GENE 1; BB1,) is an external reference matched to Gene ENSG00000278519","0.92094463"
"MBOAT7","Gene","membrane bound O-acyltransferase domain containing 7 [Source:HGNC Symbol;Acc:HGNC:15505]  MEMBRANE-BOUND O-ACETYLTRANSFERASE DOMAIN-CONTAINING PROTEIN 7; MBOAT7 [*606048] (MIM gene record; description: MEMBRANE-BOUND O-ACETYLTRANSFERASE DOMAIN-CONTAINING PROTEIN 7; MBOAT7;;LYSOPHOSPHATIDYLINOSITOL ACYLTRANSFERASE; LPIAT;;MEMBRANE-BOUND O-ACETYLTRANSFERASE 7;;LEUKOCYTE RECEPTOR CLUSTER GENE 4; LENG4;;BREAST AND BLADDER CANCER OVEREXPRESSED GENE 1; BB1,) is an external reference matched to Gene ENSG00000274194","0.92094463"
"CT47B1","Gene","cancer/testis antigen family 47 member B1 [Source:HGNC Symbol;Acc:HGNC:33293]  CANCER/TESTIS ANTIGEN FAMILY 47, MEMBER B1; CT47B1 [*300790] (MIM gene record; description: CANCER/TESTIS ANTIGEN FAMILY 47, MEMBER B1; CT47B1;;CT47A13;;CT47.13,) is an external reference matched to Gene ENSG00000288466","0.9205237"
"MBOAT7","Gene","membrane bound O-acyltransferase domain containing 7 [Source:HGNC Symbol;Acc:HGNC:15505]  MEMBRANE-BOUND O-ACETYLTRANSFERASE DOMAIN-CONTAINING PROTEIN 7; MBOAT7 [*606048] (MIM gene record; description: MEMBRANE-BOUND O-ACETYLTRANSFERASE DOMAIN-CONTAINING PROTEIN 7; MBOAT7;;LYSOPHOSPHATIDYLINOSITOL ACYLTRANSFERASE; LPIAT;;MEMBRANE-BOUND O-ACETYLTRANSFERASE 7;;LEUKOCYTE RECEPTOR CLUSTER GENE 4; LENG4;;BREAST AND BLADDER CANCER OVEREXPRESSED GENE 1; BB1,) is an external reference matched to Gene ENSG00000276935","0.9198958"
"MBOAT7","Gene","membrane bound O-acyltransferase domain containing 7 [Source:HGNC Symbol;Acc:HGNC:15505]  MEMBRANE-BOUND O-ACETYLTRANSFERASE DOMAIN-CONTAINING PROTEIN 7; MBOAT7 [*606048] (MIM gene record; description: MEMBRANE-BOUND O-ACETYLTRANSFERASE DOMAIN-CONTAINING PROTEIN 7; MBOAT7;;LYSOPHOSPHATIDYLINOSITOL ACYLTRANSFERASE; LPIAT;;MEMBRANE-BOUND O-ACETYLTRANSFERASE 7;;LEUKOCYTE RECEPTOR CLUSTER GENE 4; LENG4;;BREAST AND BLADDER CANCER OVEREXPRESSED GENE 1; BB1,) is an external reference matched to Gene ENSG00000273592","0.9198958"
"CT47A6","Gene","cancer/testis antigen family 47 member A6 [Source:HGNC Symbol;Acc:HGNC:33287]  CT47A11 (NCBI gene (formerly Entrezgene) record; description: cancer/testis antigen family 47 member A11,) is an external reference matched to Gene ENSG00000288273","0.91985595"
"CT47A1","Gene","cancer/testis antigen family 47 member A1 [Source:HGNC Symbol;Acc:HGNC:33282]  CANCER/TESTIS ANTIGEN FAMILY 47, MEMBER A1; CT47A1 [*300780] (MIM gene record; description: CANCER/TESTIS ANTIGEN FAMILY 47, MEMBER A1; CT47A1;;CT47.1,) is an external reference matched to Gene ENSG00000288363","0.91953504"
"CT47A4","Gene","cancer/testis antigen family 47 member A4 [Source:HGNC Symbol;Acc:HGNC:33285]  CANCER/TESTIS ANTIGEN FAMILY 47, MEMBER A4; CT47A4 [*300783] (MIM gene record; description: CANCER/TESTIS ANTIGEN FAMILY 47, MEMBER A4; CT47A4;;CT47.4,) is an external reference matched to Gene ENSG00000288477","0.91953504"
"MBOAT7","Gene","membrane bound O-acyltransferase domain containing 7 [Source:HGNC Symbol;Acc:HGNC:15505]  MEMBRANE-BOUND O-ACETYLTRANSFERASE DOMAIN-CONTAINING PROTEIN 7; MBOAT7 [*606048] (MIM gene record; description: MEMBRANE-BOUND O-ACETYLTRANSFERASE DOMAIN-CONTAINING PROTEIN 7; MBOAT7;;LYSOPHOSPHATIDYLINOSITOL ACYLTRANSFERASE; LPIAT;;MEMBRANE-BOUND O-ACETYLTRANSFERASE 7;;LEUKOCYTE RECEPTOR CLUSTER GENE 4; LENG4;;BREAST AND BLADDER CANCER OVEREXPRESSED GENE 1; BB1,) is an external reference matched to Gene ENSG00000275118","0.9188471"
"novel gene","Gene","DLC1 Rho GTPase activating protein [Source:NCBI gene (formerly Entrezgene);Acc:10395]  DLC1 RHO GTPase ACTIVATING PROTEIN; DLC1 [*604258] (MIM gene record; description: DLC1 RHO GTPase ACTIVATING PROTEIN; DLC1;;DELETED IN LIVER CANCER 1;;RHO GTPase-ACTIVATING PROTEIN 7; ARHGAP7,) is an external reference matched to Gene ENSG00000288673","0.91802454"
"SDCCAG8","Gene","SHH signaling and ciliogenesis regulator SDCCAG8 [Source:HGNC Symbol;Acc:HGNC:10671]  SHH SIGNALING AND CILIOGENESIS REGULATOR SDCCAG8; SDCCAG8 [*613524] (MIM gene record; description: SHH SIGNALING AND CILIOGENESIS REGULATOR SDCCAG8; SDCCAG8;;SEROLOGICALLY DEFINED COLON CANCER ANTIGEN 8;;CENTROSOMAL COLON CANCER AUTOANTIGEN PROTEIN; CCCAP;;NY-CO-8;;SLSN7 GENE;;NPHP10 GENE;;BBS16 GENE,) is an external reference matched to Gene ENSG00000276111","0.91800237"
"TBC1D3B","Gene","TBC1 domain family member 3B [Source:HGNC Symbol;Acc:HGNC:27011]  TBC1 DOMAIN FAMILY, MEMBER 3B; TBC1D3B [*610144] (MIM gene record; description: TBC1 DOMAIN FAMILY, MEMBER 3B; TBC1D3B;;PROSTATE CANCER GENE 17; PRC17,) is an external reference matched to Gene ENSG00000282750","0.91669816"
"PTEN","Gene","phosphatase and tensin homolog [Source:HGNC Symbol;Acc:HGNC:9588]  PROSTATE CANCER [#176807] (MIM morbid record; description: PROSTATE CANCER,) is an external reference matched to Gene ENSG00000284792","0.9166664"
"MAML1","Gene","mastermind like transcriptional coactivator 1 [Source:HGNC Symbol;Acc:HGNC:13632]  R-HSA-2644602 (Reactome gene record; description: Signaling by NOTCH1 PEST Domain Mutants in Cancer,) is an external reference matched to Gene ENSG00000283780","0.9162835"
"HES5","Gene","hes family bHLH transcription factor 5 [Source:HGNC Symbol;Acc:HGNC:19764]  R-HSA-2644602 (Reactome gene record; description: Signaling by NOTCH1 PEST Domain Mutants in Cancer,) is an external reference matched to Gene ENSG00000273529","0.9159006"
"DLL1","Gene","delta like canonical Notch ligand 1 [Source:HGNC Symbol;Acc:HGNC:2908]  R-HSA-2644602 (Reactome gene record; description: Signaling by NOTCH1 PEST Domain Mutants in Cancer,) is an external reference matched to Gene ENSG00000275555","0.91581386"
"HRAS","Gene","HRas proto-oncogene, GTPase [Source:HGNC Symbol;Acc:HGNC:5173]  BLADDER CANCER [#109800] (MIM morbid record; description: BLADDER CANCER,) is an external reference matched to Gene ENSG00000276536","0.9155928"
"TBC1D3B","Gene","TBC1 domain family member 3B [Source:HGNC Symbol;Acc:HGNC:27011]  TBC1 DOMAIN FAMILY, MEMBER 3B; TBC1D3B [*610144] (MIM gene record; description: TBC1 DOMAIN FAMILY, MEMBER 3B; TBC1D3B;;PROSTATE CANCER GENE 17; PRC17,) is an external reference matched to Gene ENSG00000278632","0.9153717"
"TBC1D3B","Gene","TBC1 domain family member 3B [Source:HGNC Symbol;Acc:HGNC:27011]  TBC1 DOMAIN FAMILY, MEMBER 3B; TBC1D3B [*610144] (MIM gene record; description: TBC1 DOMAIN FAMILY, MEMBER 3B; TBC1D3B;;PROSTATE CANCER GENE 17; PRC17,) is an external reference matched to Gene ENSG00000274939","0.9153717"
"E2F2","Gene","E2F transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:3114]  R-HSA-9659787 (Reactome gene record; description: Aberrant regulation of mitotic G1/S transition in cancer due to RB1 defects,) is an external reference matched to Gene ENSG00000282899","0.91515064"
"SQSTM1","Gene","sequestosome 1 [Source:HGNC Symbol;Acc:HGNC:11280]  R-HSA-9700206 (Reactome gene record; description: Signaling by ALK in cancer,) is an external reference matched to Gene ENSG00000284099","0.91515064"
"CCDC33","Gene","coiled-coil domain containing 33 [Source:HGNC Symbol;Acc:HGNC:26552]  COILED-COIL DOMAIN-CONTAINING PROTEIN 33; CCDC33 [*618525] (MIM gene record; description: COILED-COIL DOMAIN-CONTAINING PROTEIN 33; CCDC33;;CANCER/TESTIS ANTIGEN 61; CT61,) is an external reference matched to Gene ENSG00000288407","0.91515064"
"AKT3","Gene","AKT serine/threonine kinase 3 [Source:HGNC Symbol;Acc:HGNC:393]  R-HSA-2219528 (Reactome gene record; description: PI3K/AKT Signaling in Cancer,) is an external reference matched to Gene ENSG00000275199","0.91485375"
"CARS1","Gene","cysteinyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:1493]  R-HSA-9700206 (Reactome gene record; description: Signaling by ALK in cancer,) is an external reference matched to Gene ENSG00000278191","0.91470855"
